"id","year","age","treated","post","time_trend","baseline","treatment_effect","noise","cognition_score"
224,2017,79,0,1,7,72.3,0,-0.088815864736738,72.2111841352633
224,2018,79,0,1,8,72.1,0,-2.07188538748293,70.0281146125171
224,2019,79,0,1,9,71.9,0,-0.1658442240257,71.7341557759743
224,2020,79,0,1,10,71.7,0,-0.531334050278087,71.1686659497219
225,2010,77,0,0,0,73.1,0,-0.72892274819837,72.3710772518016
225,2011,77,0,0,1,72.9,0,-2.99469818313183,69.9053018168682
225,2012,77,0,0,2,72.7,0,-1.17042031193802,71.529579688062
225,2013,77,0,0,3,72.5,0,-0.346655245644021,72.153344754356
225,2014,77,0,0,4,72.3,0,-2.96650441456427,69.3334955854357
225,2015,77,0,1,5,72.1,0,0.604722770365487,72.7047227703655
225,2016,77,0,1,6,71.9,0,2.74623277211797,74.646232772118
225,2017,77,0,1,7,71.7,0,1.56417440069184,73.2641744006918
225,2018,77,0,1,8,71.5,0,-1.59706591505027,69.9029340849497
225,2019,77,0,1,9,71.3,0,-1.3137324342705,69.9862675657295
225,2020,77,0,1,10,71.1,0,-0.931384508960631,70.1686154910394
226,2010,76,1,0,0,72.8,0,1.21178683077381,74.0117868307738
226,2011,76,1,0,1,72.6,0,-0.0790390745027782,72.5209609254972
226,2012,76,1,0,2,72.4,0,-1.89011300558446,70.5098869944155
226,2013,76,1,0,3,72.2,0,-3.02396922116894,69.1760307788311
226,2014,76,1,0,4,72,0,1.1185943259572,73.1185943259572
226,2015,76,1,1,5,71.8,2,-2.08792690074975,71.7120730992502
226,2016,76,1,1,6,71.6,2,0.994024144875577,74.5940241448756
226,2017,76,1,1,7,71.4,2,0.146141831162782,73.5461418311628
226,2018,76,1,1,8,71.2,2,1.44354202988625,74.6435420298862
226,2019,76,1,1,9,71,2,2.18834300209938,75.1883430020994
226,2020,76,1,1,10,70.8,2,-2.84658877899522,69.9534112210048
227,2010,60,0,0,0,68,0,2.04460731508897,70.044607315089
227,2011,60,0,0,1,67.8,0,1.37563015784186,69.1756301578419
227,2012,60,0,0,2,67.6,0,-0.614909779321855,66.9850902206781
227,2013,60,0,0,3,67.4,0,-0.0394981111407427,67.3605018888593
227,2014,60,0,0,4,67.2,0,0.976796771403271,68.1767967714033
227,2015,60,0,1,5,67,0,1.32100162070817,68.3210016207082
227,2016,60,0,1,6,66.8,0,-3.42808665462905,63.3719133453709
227,2017,60,0,1,7,66.6,0,2.91771396221457,69.5177139622146
227,2018,60,0,1,8,66.4,0,-2.81579096672789,63.5842090332721
227,2019,60,0,1,9,66.2,0,-4.16232823853781,62.0376717614622
227,2020,60,0,1,10,66,0,1.90847877130062,67.9084787713006
228,2010,61,1,0,0,68.3,0,-3.02318450890642,65.2768154910936
228,2011,61,1,0,1,68.1,0,-0.448286268065333,67.6517137319347
228,2012,61,1,0,2,67.9,0,-2.69305779102284,65.2069422089772
228,2013,61,1,0,3,67.7,0,-3.58916861869538,64.1108313813046
228,2014,61,1,0,4,67.5,0,-0.884227992100991,66.615772007899
228,2015,61,1,1,5,67.3,2,1.29422404899787,70.5942240489979
228,2016,61,1,1,6,67.1,2,0.631798760235372,69.7317987602354
228,2017,61,1,1,7,66.9,2,-1.28494763263837,67.6150523673616
228,2018,61,1,1,8,66.7,2,-0.0315140941416462,68.6684859058584
228,2019,61,1,1,9,66.5,2,-0.197390294995015,68.302609705005
228,2020,61,1,1,10,66.3,2,-0.0470489771228923,68.2529510228771
229,2010,76,1,0,0,72.8,0,-0.892076590386409,71.9079234096136
229,2011,76,1,0,1,72.6,0,0.721899805220685,73.3218998052207
229,2012,76,1,0,2,72.4,0,-2.16540502198285,70.2345949780171
229,2013,76,1,0,3,72.2,0,0.755034791549129,72.9550347915491
229,2014,76,1,0,4,72,0,-0.678815408958323,71.3211845910417
229,2015,76,1,1,5,71.8,2,-0.671197184056471,73.1288028159435
229,2016,76,1,1,6,71.6,2,1.4116081872676,75.0116081872676
229,2017,76,1,1,7,71.4,2,-0.855143644036268,72.5448563559637
229,2018,76,1,1,8,71.2,2,-1.97070050307516,71.2292994969249
229,2019,76,1,1,9,71,2,-2.40607668302448,70.5939233169755
229,2020,76,1,1,10,70.8,2,1.33806548672937,74.1380654867294
230,2010,61,0,0,0,68.3,0,-4.6665747546781,63.6334252453219
230,2011,61,0,0,1,68.1,0,-0.833831147126049,67.2661688528739
230,2012,61,0,0,2,67.9,0,0.362912775291313,68.2629127752913
230,2013,61,0,0,3,67.7,0,-2.74992081630381,64.9500791836962
230,2014,61,0,0,4,67.5,0,0.0139259174474667,67.5139259174475
230,2015,61,0,1,5,67.3,0,1.34048003786847,68.6404800378685
230,2016,61,0,1,6,67.1,0,-3.64885717461982,63.4511428253802
230,2017,61,0,1,7,66.9,0,-1.77442791771276,65.1255720822872
230,2018,61,0,1,8,66.7,0,3.52452488796766,70.2245248879677
230,2019,61,0,1,9,66.5,0,-1.30924884294546,65.1907511570545
230,2020,61,0,1,10,66.3,0,-1.93218891985764,64.3678110801424
231,2010,72,0,0,0,71.6,0,-1.71543712350037,69.8845628764996
231,2011,72,0,0,1,71.4,0,-0.868638799159811,70.5313612008402
231,2012,72,0,0,2,71.2,0,0.371839772506329,71.5718397725063
231,2013,72,0,0,3,71,0,-1.40733453383082,69.5926654661692
231,2014,72,0,0,4,70.8,0,0.403439198335092,71.2034391983351
231,2015,72,0,1,5,70.6,0,1.40390549455092,72.0039054945509
231,2016,72,0,1,6,70.4,0,0.67236302444023,71.0723630244402
231,2017,72,0,1,7,70.2,0,1.49965140259082,71.6996514025908
231,2018,72,0,1,8,70,0,-1.60176467037711,68.3982353296229
231,2019,72,0,1,9,69.8,0,-0.245482786128023,69.554517213872
231,2020,72,0,1,10,69.6,0,1.32857718300271,70.9285771830027
232,2010,76,1,0,0,72.8,0,0.109915766469577,72.9099157664696
232,2011,76,1,0,1,72.6,0,0.425390067682774,73.0253900676828
232,2012,76,1,0,2,72.4,0,0.101721359440175,72.5017213594402
232,2013,76,1,0,3,72.2,0,0.365833701339129,72.5658337013391
232,2014,76,1,0,4,72,0,-0.0493458567436467,71.9506541432564
232,2015,76,1,1,5,71.8,2,-2.19878199642183,71.6012180035782
232,2016,76,1,1,6,71.6,2,0.347998662144957,73.947998662145
232,2017,76,1,1,7,71.4,2,-0.910733444698559,72.4892665553014
232,2018,76,1,1,8,71.2,2,2.87155772360307,76.0715577236031
232,2019,76,1,1,9,71,2,-1.05918033922575,71.9408196607743
232,2020,76,1,1,10,70.8,2,0.304302792143722,73.1043027921437
233,2010,62,1,0,0,68.6,0,-3.94652264819236,64.6534773518076
233,2011,62,1,0,1,68.4,0,-1.31775752140239,67.0822424785976
233,2012,62,1,0,2,68.2,0,-1.65690529776547,66.5430947022345
233,2013,62,1,0,3,68,0,2.46340708613418,70.4634070861342
233,2014,62,1,0,4,67.8,0,-0.302171901870394,67.4978280981296
233,2015,62,1,1,5,67.6,2,0.289912549313018,69.889912549313
233,2016,62,1,1,6,67.4,2,0.600593824098058,70.000593824098
233,2017,62,1,1,7,67.2,2,-1.06222295852932,68.1377770414707
233,2018,62,1,1,8,67,2,0.601430283368098,69.6014302833681
233,2019,62,1,1,9,66.8,2,3.01324808103964,71.8132480810396
233,2020,62,1,1,10,66.6,2,1.2339854199136,69.8339854199136
234,2010,77,1,0,0,73.1,0,1.4288001164061,74.5288001164061
234,2011,77,1,0,1,72.9,0,-1.66904565150379,71.2309543484962
234,2012,77,1,0,2,72.7,0,0.358095078553611,73.0580950785536
234,2013,77,1,0,3,72.5,0,0.586692873430662,73.0866928734307
234,2014,77,1,0,4,72.3,0,-1.31020326018314,70.9897967398169
234,2015,77,1,1,5,72.1,2,0.234841096671865,74.3348410966719
234,2016,77,1,1,6,71.9,2,3.94705618079877,77.8470561807988
234,2017,77,1,1,7,71.7,2,-1.94906646392284,71.7509335360771
234,2018,77,1,1,8,71.5,2,1.10589530241562,74.6058953024156
234,2019,77,1,1,9,71.3,2,-2.14764225950453,71.1523577404955
234,2020,77,1,1,10,71.1,2,0.703993538560883,73.8039935385609
235,2010,61,1,0,0,68.3,0,-2.08364955148192,66.2163504485181
235,2011,61,1,0,1,68.1,0,1.18070230337187,69.2807023033719
235,2012,61,1,0,2,67.9,0,-2.5368797975975,65.3631202024025
235,2013,61,1,0,3,67.7,0,0.040955329414233,67.7409553294142
235,2014,61,1,0,4,67.5,0,2.68263251754868,70.1826325175487
235,2015,61,1,1,5,67.3,2,-0.444948174898882,68.8550518251011
235,2016,61,1,1,6,67.1,2,-0.212795188407273,68.8872048115927
235,2017,61,1,1,7,66.9,2,2.80838062357952,71.7083806235795
235,2018,61,1,1,8,66.7,2,4.07259310632298,72.772593106323
235,2019,61,1,1,9,66.5,2,4.96621022541335,73.4662102254133
235,2020,61,1,1,10,66.3,2,-0.787250648860848,67.5127493511391
236,2010,64,0,0,0,69.2,0,-2.11027318131806,67.089726818682
236,2011,64,0,0,1,69,0,1.302308684835,70.302308684835
236,2012,64,0,0,2,68.8,0,0.871190888513673,69.6711908885137
236,2013,64,0,0,3,68.6,0,2.57041646873329,71.1704164687333
236,2014,64,0,0,4,68.4,0,0.300426735367395,68.7004267353674
236,2015,64,0,1,5,68.2,0,0.321638718897917,68.5216387188979
236,2016,64,0,1,6,68,0,3.02751726886631,71.0275172688663
236,2017,64,0,1,7,67.8,0,0.323981539949932,68.1239815399499
236,2018,64,0,1,8,67.6,0,1.36447025388868,68.9644702538887
236,2019,64,0,1,9,67.4,0,0.969035089997163,68.3690350899972
236,2020,64,0,1,10,67.2,0,-0.0889438407829089,67.1110561592171
237,2010,71,0,0,0,71.3,0,-1.06962232646056,70.2303776735394
237,2011,71,0,0,1,71.1,0,-0.675095687044832,70.4249043129552
237,2012,71,0,0,2,70.9,0,-3.89705393624602,67.002946063754
237,2013,71,0,0,3,70.7,0,2.5569100329979,73.2569100329979
237,2014,71,0,0,4,70.5,0,-3.19022165841609,67.3097783415839
237,2015,71,0,1,5,70.3,0,-1.18140096661947,69.1185990333805
237,2016,71,0,1,6,70.1,0,-0.740662091459508,69.3593379085405
237,2017,71,0,1,7,69.9,0,2.41105671337571,72.3110567133757
237,2018,71,0,1,8,69.7,0,0.11570140849634,69.8157014084963
237,2019,71,0,1,9,69.5,0,1.88845057875352,71.3884505787535
237,2020,71,0,1,10,69.3,0,-0.588463698985138,68.7115363010149
238,2010,72,1,0,0,71.6,0,3.34273689688021,74.9427368968802
238,2011,72,1,0,1,71.4,0,0.973995636713764,72.3739956367138
238,2012,72,1,0,2,71.2,0,1.09458843473617,72.2945884347362
238,2013,72,1,0,3,71,0,1.75506196793807,72.7550619679381
238,2014,72,1,0,4,70.8,0,-2.9644645054579,67.8355354945421
238,2015,72,1,1,5,70.6,2,-0.0210480248019096,72.5789519751981
238,2016,72,1,1,6,70.4,2,0.428848497087256,72.8288484970873
238,2017,72,1,1,7,70.2,2,-1.53345849667356,70.6665415033264
238,2018,72,1,1,8,70,2,0.0243410399301934,72.0243410399302
238,2019,72,1,1,9,69.8,2,-1.44268066169674,70.3573193383033
238,2020,72,1,1,10,69.6,2,0.43949485935923,72.0394948593592
239,2010,69,0,0,0,70.7,0,-3.56965644644377,67.1303435535562
239,2011,69,0,0,1,70.5,0,0.568819177346998,71.068819177347
239,2012,69,0,0,2,70.3,0,-1.27254698705722,69.0274530129428
239,2013,69,0,0,3,70.1,0,1.87867979482382,71.9786797948238
239,2014,69,0,0,4,69.9,0,-3.94622099630647,65.9537790036935
239,2015,69,0,1,5,69.7,0,0.0850266186117057,69.7850266186117
239,2016,69,0,1,6,69.5,0,-0.441819284924921,69.0581807150751
239,2017,69,0,1,7,69.3,0,1.8810472262568,71.1810472262568
239,2018,69,0,1,8,69.1,0,-3.16002221762563,65.9399777823744
239,2019,69,0,1,9,68.9,0,-1.09746203012994,67.8025379698701
239,2020,69,0,1,10,68.7,0,1.42372303472376,70.1237230347238
240,2010,65,0,0,0,69.5,0,1.225747245197,70.725747245197
240,2011,65,0,0,1,69.3,0,0.712668215197842,70.0126682151978
240,2012,65,0,0,2,69.1,0,0.577140614537757,69.6771406145377
240,2013,65,0,0,3,68.9,0,-3.33708342805523,65.5629165719448
240,2014,65,0,0,4,68.7,0,1.70212439435708,70.4021243943571
240,2015,65,0,1,5,68.5,0,0.431552126900165,68.9315521269002
240,2016,65,0,1,6,68.3,0,-3.62941417059375,64.6705858294062
240,2017,65,0,1,7,68.1,0,-0.346902660304217,67.7530973396958
240,2018,65,0,1,8,67.9,0,1.90753552254399,69.807535522544
240,2019,65,0,1,9,67.7,0,1.40757516895563,69.1075751689556
240,2020,65,0,1,10,67.5,0,-1.26256990080515,66.2374300991949
241,2010,69,0,0,0,70.7,0,1.81518353641971,72.5151835364197
241,2011,69,0,0,1,70.5,0,-0.793926651467291,69.7060733485327
241,2012,69,0,0,2,70.3,0,0.763917930906942,71.0639179309069
241,2013,69,0,0,3,70.1,0,1.85706540228531,71.9570654022853
241,2014,69,0,0,4,69.9,0,0.781152177536339,70.6811521775363
241,2015,69,0,1,5,69.7,0,-1.30540509749432,68.3945949025057
241,2016,69,0,1,6,69.5,0,1.63996473362914,71.1399647336291
241,2017,69,0,1,7,69.3,0,2.95486017156663,72.2548601715666
241,2018,69,0,1,8,69.1,0,-1.85839286758527,67.2416071324147
241,2019,69,0,1,9,68.9,0,-0.36438866637197,68.535611333628
241,2020,69,0,1,10,68.7,0,2.0073169433488,70.7073169433488
242,2010,69,0,0,0,70.7,0,-1.70398377625741,68.9960162237426
242,2011,69,0,0,1,70.5,0,-3.43875160592636,67.0612483940736
242,2012,69,0,0,2,70.3,0,-0.989398070609541,69.3106019293905
242,2013,69,0,0,3,70.1,0,2.13297955491666,72.2329795549167
242,2014,69,0,0,4,69.9,0,-2.72369526548692,67.1763047345131
242,2015,69,0,1,5,69.7,0,-0.496607661201519,69.2033923387985
242,2016,69,0,1,6,69.5,0,1.92386015629726,71.4238601562973
242,2017,69,0,1,7,69.3,0,0.0938549085436579,69.3938549085437
242,2018,69,0,1,8,69.1,0,1.13383810867003,70.23383810867
242,2019,69,0,1,9,68.9,0,3.24796032009804,72.147960320098
242,2020,69,0,1,10,68.7,0,1.80154242291031,70.5015424229103
243,2010,65,1,0,0,69.5,0,1.18238130294524,70.6823813029452
243,2011,65,1,0,1,69.3,0,0.981972816367648,70.2819728163676
243,2012,65,1,0,2,69.1,0,-2.31683320727319,66.7831667927268
243,2013,65,1,0,3,68.9,0,1.67839378687977,70.5783937868798
243,2014,65,1,0,4,68.7,0,1.08421324374404,69.784213243744
243,2015,65,1,1,5,68.5,2,0.807241468544643,71.3072414685446
243,2016,65,1,1,6,68.3,2,0.114400687549904,70.4144006875499
243,2017,65,1,1,7,68.1,2,-2.5420957662023,67.5579042337977
243,2018,65,1,1,8,67.9,2,0.307187503953457,70.2071875039535
243,2019,65,1,1,9,67.7,2,2.5099121904353,72.2099121904353
243,2020,65,1,1,10,67.5,2,-1.22342591969593,68.2765740803041
244,2010,75,0,0,0,72.5,0,-3.6016984949535,68.8983015050465
244,2011,75,0,0,1,72.3,0,3.67605574037187,75.9760557403719
244,2012,75,0,0,2,72.1,0,-1.12855587357255,70.9714441264274
244,2013,75,0,0,3,71.9,0,2.28071320130477,74.1807132013048
244,2014,75,0,0,4,71.7,0,1.24810694094563,72.9481069409456
244,2015,75,0,1,5,71.5,0,3.31547220049111,74.8154722004911
244,2016,75,0,1,6,71.3,0,-0.0841811690946178,71.2158188309054
244,2017,75,0,1,7,71.1,0,-0.600889056345974,70.499110943654
244,2018,75,0,1,8,70.9,0,3.4645159583034,74.3645159583034
244,2019,75,0,1,9,70.7,0,4.31305964679895,75.013059646799
244,2020,75,0,1,10,70.5,0,0.637037760702507,71.1370377607025
245,2010,75,1,0,0,72.5,0,0.339694091046881,72.8396940910469
245,2011,75,1,0,1,72.3,0,1.48469899658211,73.7846989965821
245,2012,75,1,0,2,72.1,0,-1.34507338081906,70.7549266191809
245,2013,75,1,0,3,71.9,0,0.99565230477488,72.8956523047749
245,2014,75,1,0,4,71.7,0,-1.97922400428143,69.7207759957186
245,2015,75,1,1,5,71.5,2,-0.594959228824593,72.9050407711754
245,2016,75,1,1,6,71.3,2,1.58976706766334,74.8897670676633
245,2017,75,1,1,7,71.1,2,-1.52590682035073,71.5740931796493
245,2018,75,1,1,8,70.9,2,1.70172124726288,74.6017212472629
245,2019,75,1,1,9,70.7,2,1.00435811937219,73.7043581193722
245,2020,75,1,1,10,70.5,2,2.86748507103212,75.3674850710321
246,2010,62,1,0,0,68.6,0,4.33132597870947,72.9313259787095
246,2011,62,1,0,1,68.4,0,-1.15075151514108,67.2492484848589
246,2012,62,1,0,2,68.2,0,0.781277665206748,68.9812776652067
246,2013,62,1,0,3,68,0,3.11732756219176,71.1173275621918
246,2014,62,1,0,4,67.8,0,0.398090855453105,68.1980908554531
246,2015,62,1,1,5,67.6,2,-1.30762600263936,68.2923739973606
246,2016,62,1,1,6,67.4,2,-1.99514161083048,67.4048583891695
246,2017,62,1,1,7,67.2,2,2.80088860641859,72.0008886064186
246,2018,62,1,1,8,67,2,5.19898341136808,74.1989834113681
246,2019,62,1,1,9,66.8,2,-2.09460056602183,66.7053994339782
246,2020,62,1,1,10,66.6,2,0.221074608044199,68.8210746080442
247,2010,63,1,0,0,68.9,0,-3.1361382912287,65.7638617087713
247,2011,63,1,0,1,68.7,0,0.139342412628304,68.8393424126283
247,2012,63,1,0,2,68.5,0,-0.614359729504641,67.8856402704954
247,2013,63,1,0,3,68.3,0,-0.0241065725074441,68.2758934274926
247,2014,63,1,0,4,68.1,0,5.78970878160935,73.8897087816094
247,2015,63,1,1,5,67.9,2,-2.79736095691934,67.1026390430807
247,2016,63,1,1,6,67.7,2,0.864226803412906,70.5642268034129
247,2017,63,1,1,7,67.5,2,3.66531543342271,73.1653154334227
247,2018,63,1,1,8,67.3,2,-1.22204508683173,68.0779549131683
247,2019,63,1,1,9,67.1,2,-1.63868542632037,67.4613145736796
247,2020,63,1,1,10,66.9,2,0.09661892089162,68.9966189208916
248,2010,62,1,0,0,68.6,0,2.60110273991286,71.2011027399129
248,2011,62,1,0,1,68.4,0,-0.686249680809986,67.71375031919
248,2012,62,1,0,2,68.2,0,-2.05158254155669,66.1484174584433
248,2013,62,1,0,3,68,0,0.141097083585111,68.1410970835851
248,2014,62,1,0,4,67.8,0,-4.03563853622148,63.7643614637785
248,2015,62,1,1,5,67.6,2,-2.9509102419742,66.6490897580258
248,2016,62,1,1,6,67.4,2,2.17292559618193,71.5729255961819
248,2017,62,1,1,7,67.2,2,0.917631148884765,70.1176311488848
248,2018,62,1,1,8,67,2,-4.34799285992795,64.6520071400721
248,2019,62,1,1,9,66.8,2,1.23523251444586,70.0352325144459
248,2020,62,1,1,10,66.6,2,-4.60959070489784,63.9904092951022
249,2010,62,0,0,0,68.6,0,-0.893937423690216,67.7060625763098
249,2011,62,0,0,1,68.4,0,0.598981353917439,68.9989813539174
249,2012,62,0,0,2,68.2,0,-2.85694917344915,65.3430508265508
249,2013,62,0,0,3,68,0,2.53499496806581,70.5349949680658
249,2014,62,0,0,4,67.8,0,2.42901157989062,70.2290115798906
249,2015,62,0,1,5,67.6,0,-1.34971186208554,66.2502881379145
249,2016,62,0,1,6,67.4,0,2.2420438197649,69.6420438197649
249,2017,62,0,1,7,67.2,0,0.39309955312004,67.59309955312
249,2018,62,0,1,8,67,0,1.30022637733453,68.3002263773345
249,2019,62,0,1,9,66.8,0,1.34200837580399,68.142008375804
249,2020,62,0,1,10,66.6,0,-2.56831553026446,64.0316844697355
250,2010,75,1,0,0,72.5,0,-4.05221916557906,68.4477808344209
250,2011,75,1,0,1,72.3,0,4.41065212874165,76.7106521287416
250,2012,75,1,0,2,72.1,0,0.462779859822334,72.5627798598223
250,2013,75,1,0,3,71.9,0,0.751284520369613,72.6512845203696
250,2014,75,1,0,4,71.7,0,-2.3859370365962,69.3140629634038
250,2015,75,1,1,5,71.5,2,2.26509968362017,75.7650996836202
250,2016,75,1,1,6,71.3,2,3.6789535899033,76.9789535899033
250,2017,75,1,1,7,71.1,2,3.0557402090968,76.1557402090968
250,2018,75,1,1,8,70.9,2,-4.04725404551552,68.8527459544845
250,2019,75,1,1,9,70.7,2,-2.08101599726659,70.6189840027334
250,2020,75,1,1,10,70.5,2,0.19558320358104,72.695583203581
251,2010,61,1,0,0,68.3,0,1.39368159877139,69.6936815987714
251,2011,61,1,0,1,68.1,0,-1.0877770332202,67.0122229667798
251,2012,61,1,0,2,67.9,0,-1.71709860388805,66.1829013961119
251,2013,61,1,0,3,67.7,0,0.459571872671687,68.1595718726717
251,2014,61,1,0,4,67.5,0,-1.88528630321506,65.6147136967849
251,2015,61,1,1,5,67.3,2,4.08700860420871,73.3870086042087
251,2016,61,1,1,6,67.1,2,-3.65099079979968,65.4490092002003
251,2017,61,1,1,7,66.9,2,1.01758441480023,69.9175844148002
251,2018,61,1,1,8,66.7,2,-3.99265441346033,64.7073455865397
251,2019,61,1,1,9,66.5,2,-0.988645834375832,67.5113541656242
251,2020,61,1,1,10,66.3,2,2.96867456831524,71.2686745683152
252,2010,74,1,0,0,72.2,0,2.24353714864288,74.4435371486429
252,2011,74,1,0,1,72,0,-2.79972129619984,69.2002787038002
252,2012,74,1,0,2,71.8,0,-2.95219607258909,68.8478039274109
252,2013,74,1,0,3,71.6,0,0.116211679481548,71.7162116794816
252,2014,74,1,0,4,71.4,0,-1.90595327749253,69.4940467225075
252,2015,74,1,1,5,71.2,2,0.811540229657311,74.0115402296573
252,2016,74,1,1,6,71,2,-1.96787696779039,71.0321230322096
252,2017,74,1,1,7,70.8,2,-3.22024603193978,69.5797539680602
252,2018,74,1,1,8,70.6,2,-0.860337535793653,71.7396624642064
252,2019,74,1,1,9,70.4,2,-2.44842126559343,69.9515787344066
252,2020,74,1,1,10,70.2,2,2.17328393464421,74.3732839346442
253,2010,62,0,0,0,68.6,0,-0.669611160762285,67.9303888392377
253,2011,62,0,0,1,68.4,0,-0.0756814078001015,68.3243185921999
253,2012,62,0,0,2,68.2,0,2.76118265978494,70.9611826597849
253,2013,62,0,0,3,68,0,3.71564248483383,71.7156424848338
253,2014,62,0,0,4,67.8,0,-0.105900435625041,67.694099564375
253,2015,62,0,1,5,67.6,0,0.666672401559964,68.26667240156
253,2016,62,0,1,6,67.4,0,2.61819536407281,70.0181953640728
253,2017,62,0,1,7,67.2,0,-0.348924489693301,66.8510755103067
253,2018,62,0,1,8,67,0,-2.08725173021441,64.9127482697856
253,2019,62,0,1,9,66.8,0,1.98840073232309,68.7884007323231
253,2020,62,0,1,10,66.6,0,-3.04926907925966,63.5507309207403
254,2010,68,0,0,0,70.4,0,-0.490506258299629,69.9094937417004
254,2011,68,0,0,1,70.2,0,-0.804310155646929,69.3956898443531
254,2012,68,0,0,2,70,0,-1.04548867273539,68.9545113272646
254,2013,68,0,0,3,69.8,0,-5.50721750829813,64.2927824917019
254,2014,68,0,0,4,69.6,0,-1.17380048441466,68.4261995155854
254,2015,68,0,1,5,69.4,0,2.53262586145191,71.9326258614519
254,2016,68,0,1,6,69.2,0,-0.937741310066565,68.2622586899334
254,2017,68,0,1,7,69,0,-1.23808637041588,67.7619136295841
254,2018,68,0,1,8,68.8,0,-1.33227896547694,67.4677210345231
254,2019,68,0,1,9,68.6,0,-1.74947858740176,66.8505214125983
254,2020,68,0,1,10,68.4,0,0.292043407682001,68.692043407682
255,2010,66,1,0,0,69.8,0,1.18556141617525,70.9855614161753
255,2011,66,1,0,1,69.6,0,2.89741150021322,72.4974115002132
255,2012,66,1,0,2,69.4,0,-3.13218257701516,66.2678174229848
255,2013,66,1,0,3,69.2,0,0.790706661367331,69.9907066613673
255,2014,66,1,0,4,69,0,-0.306467919926435,68.6935320800736
255,2015,66,1,1,5,68.8,2,0.570572037144637,71.3705720371446
255,2016,66,1,1,6,68.6,2,-2.06343453685257,68.5365654631474
255,2017,66,1,1,7,68.4,2,0.0910228352228945,70.4910228352229
255,2018,66,1,1,8,68.2,2,-2.30722757427546,67.8927724257245
255,2019,66,1,1,9,68,2,1.31940655277572,71.3194065527757
255,2020,66,1,1,10,67.8,2,-1.89237963346198,67.907620366538
256,2010,68,1,0,0,70.4,0,0.127094557135818,70.5270945571358
256,2011,68,1,0,1,70.2,0,-4.25446535385832,65.9455346461417
256,2012,68,1,0,2,70,0,0.653933722186154,70.6539337221862
256,2013,68,1,0,3,69.8,0,2.21544579540318,72.0154457954032
256,2014,68,1,0,4,69.6,0,1.53232575354979,71.1323257535498
256,2015,68,1,1,5,69.4,2,2.1073459646226,73.5073459646226
256,2016,68,1,1,6,69.2,2,-2.71188559692298,68.488114403077
256,2017,68,1,1,7,69,2,-0.338602773146774,70.6613972268532
256,2018,68,1,1,8,68.8,2,-0.139401976036828,70.6605980239632
256,2019,68,1,1,9,68.6,2,1.44039129739034,72.0403912973903
256,2020,68,1,1,10,68.4,2,-0.335563753077117,70.0644362469229
257,2010,63,0,0,0,68.9,0,-0.406557832030307,68.4934421679697
257,2011,63,0,0,1,68.7,0,3.35625650022485,72.0562565002249
257,2012,63,0,0,2,68.5,0,2.18187025605721,70.6818702560572
257,2013,63,0,0,3,68.3,0,-3.51288925934356,64.7871107406564
257,2014,63,0,0,4,68.1,0,-0.769221585989789,67.3307784140102
257,2015,63,0,1,5,67.9,0,-1.98431637479567,65.9156836252043
257,2016,63,0,1,6,67.7,0,5.94317006656861,73.6431700665686
257,2017,63,0,1,7,67.5,0,-0.988669062692609,66.5113309373074
257,2018,63,0,1,8,67.3,0,2.29607956687831,69.5960795668783
257,2019,63,0,1,9,67.1,0,0.192542498091778,67.2925424980918
257,2020,63,0,1,10,66.9,0,0.217660420289596,67.1176604202896
258,2010,61,1,0,0,68.3,0,0.990473898075447,69.2904738980754
258,2011,61,1,0,1,68.1,0,-0.285286995338092,67.8147130046619
258,2012,61,1,0,2,67.9,0,1.66587399211911,69.5658739921191
258,2013,61,1,0,3,67.7,0,1.11964754696756,68.8196475469676
258,2014,61,1,0,4,67.5,0,-3.37019189141502,64.129808108585
258,2015,61,1,1,5,67.3,2,-1.11122462516807,68.1887753748319
258,2016,61,1,1,6,67.1,2,-1.04670624662119,68.0532937533788
258,2017,61,1,1,7,66.9,2,-1.01220865266752,67.8877913473325
258,2018,61,1,1,8,66.7,2,2.13056977043969,70.8305697704397
258,2019,61,1,1,9,66.5,2,2.97405406874868,71.4740540687487
258,2020,61,1,1,10,66.3,2,-1.84360189857413,66.4563981014259
259,2010,71,0,0,0,71.3,0,1.08287093140517,72.3828709314052
259,2011,71,0,0,1,71.1,0,-2.33953585205967,68.7604641479403
259,2012,71,0,0,2,70.9,0,-1.11416075337524,69.7858392466247
259,2013,71,0,0,3,70.7,0,0.596931087256251,71.2969310872563
259,2014,71,0,0,4,70.5,0,-0.37784557822903,70.122154421771
259,2015,71,0,1,5,70.3,0,-1.36090040624553,68.9390995937545
259,2016,71,0,1,6,70.1,0,-2.51489708347359,67.5851029165264
259,2017,71,0,1,7,69.9,0,-0.62353307337364,69.2764669266264
259,2018,71,0,1,8,69.7,0,0.104996091538331,69.8049960915383
259,2019,71,0,1,9,69.5,0,1.12446762493,70.62446762493
259,2020,71,0,1,10,69.3,0,-1.75163364672506,67.5483663532749
260,2010,68,0,0,0,70.4,0,1.1735119255818,71.5735119255818
260,2011,68,0,0,1,70.2,0,-2.32767914174315,67.8723208582569
260,2012,68,0,0,2,70,0,-1.09222404415976,68.9077759558402
260,2013,68,0,0,3,69.8,0,0.900754339737162,70.7007543397372
260,2014,68,0,0,4,69.6,0,-1.38503094837034,68.2149690516297
260,2015,68,0,1,5,69.4,0,-1.55919221793066,67.8408077820693
